id,Total_Cell_Count,Proliferative_Cell_Count,Proliferative_Cell_Percentage
UNTR_LIPO,724.5472973,309.4797297,42.71353035
UBC,125.25,0.791666667,0.632069195
MC4,504.3125,64.9375,12.8764407
MC3,416.7291667,2.9375,0.704894266
MC2,500.3333333,126.9166667,25.36642239
MC1,669.9166667,94.72916667,14.14044035
hsa-miR-99b-5p,557.5,55,9.865470852
hsa-miR-99b-3p,491,35.5,7.230142566
hsa-miR-99a-5p,548.5,60.5,11.03008204
hsa-miR-99a-3p,553.5,64.5,11.65311653
hsa-miR-98-5p,564.5,76.5,13.55181577
hsa-miR-98-3p,479,39,8.141962422
hsa-miR-96-5p,415,3.5,0.843373494
hsa-miR-96-3p,630.5,146.5,23.23552736
hsa-miR-95,480,47,9.791666667
hsa-miR-944,445.5,16.5,3.703703704
hsa-miR-943,715.5,106.5,14.88469602
hsa-miR-942,564.5,38.5,6.820194863
hsa-miR-941,649.5,212,32.64049269
hsa-miR-940,465,11,2.365591398
hsa-miR-939-5p,957,187,19.54022989
hsa-miR-939-3p,554.5,68.5,12.3534716
hsa-miR-938,569.5,54.5,9.569798068
hsa-miR-937-5p,635,154,24.2519685
hsa-miR-937-3p,678,124.5,18.36283186
hsa-miR-936,816,281,34.43627451
hsa-miR-935,550,8,1.454545455
hsa-miR-934,527,104,19.73434535
hsa-miR-933,1012.5,266.5,26.32098765
hsa-miR-93-5p,1019.5,294.5,28.88670917
hsa-miR-93-3p,514,13.5,2.626459144
hsa-miR-92b-5p,831,289,34.77737665
hsa-miR-92b-3p,810,263.5,32.5308642
hsa-miR-92a-3p,735.5,199,27.0564242
hsa-miR-92a-2-5p,668,148.5,22.23053892
hsa-miR-92a-1-5p,406,11,2.709359606
hsa-miR-924,553,73,13.20072333
hsa-miR-923 Not in mirbase v21.0,NA,NA,NA
hsa-miR-922,735.5,182.5,24.81305235
hsa-miR-921,573.5,42,7.323452485
hsa-miR-920,665,164,24.66165414
hsa-miR-9-5p,521.5,28.5,5.465004794
hsa-miR-9-3p,435,1,0.229885057
hsa-miR-892c-5p,470.5,76,16.15302869
hsa-miR-892c-3p,472,38.5,8.156779661
hsa-miR-892b,423,0,0
hsa-miR-892a,575,50,8.695652174
hsa-miR-891b,448.5,9.5,2.118171683
hsa-miR-891a,677.5,209.5,30.92250923
hsa-miR-890,431.5,3,0.695249131
hsa-miR-889,683.5,98,14.33796635
hsa-miR-888-5p,593,112.5,18.97133221
hsa-miR-888-3p,554,16.5,2.97833935
hsa-miR-887-3p,567,41.5,7.319223986
hsa-miR-886-5p Not in mirbase v21.0,NA,NA,NA
hsa-miR-886-3p Not in mirbase v21.0,NA,NA,NA
hsa-miR-885-5p,638,90.5,14.18495298
hsa-miR-885-3p,400.5,1,0.24968789
hsa-miR-877-5p,735,255.5,34.76190476
hsa-miR-877-3p,543.5,17,3.127874885
hsa-miR-876-5p,619.5,79,12.75221953
hsa-miR-876-3p,325,1,0.307692308
hsa-miR-875-5p,526.5,41.5,7.882241216
hsa-miR-875-3p,701,170.5,24.32239658
hsa-miR-874,695.5,90.5,13.01222142
hsa-miR-873-5p,831,297.5,35.80024067
hsa-miR-873-3p,901.5,352.5,39.1014975
hsa-miR-802,490,21.5,4.387755102
hsa-miR-801 Not in mirbase v21.0,NA,NA,NA
hsa-miR-770-5p,720.5,168.5,23.38653713
hsa-miR-769-5p,669,116,17.33931241
hsa-miR-769-3p,559.5,49,8.757819482
hsa-miR-768-5p Not in mirbase v21.0,NA,NA,NA
hsa-miR-768-3p Not in mirbase v21.0,NA,NA,NA
hsa-miR-767-5p,583,66,11.32075472
hsa-miR-767-3p,893,317.5,35.55431131
hsa-miR-766-5p,436,25.5,5.848623853
hsa-miR-766-3p,469.5,7,1.490947817
hsa-miR-765,451.5,34,7.530454042
hsa-miR-764,528,8,1.515151515
hsa-miR-762,763,345.5,45.28178244
hsa-miR-761,620.5,106,17.08299758
hsa-miR-760,558.5,29,5.192479857
hsa-miR-759,631,231.5,36.68779715
hsa-miR-758-5p,710,278,39.15492958
hsa-miR-758-3p,536.5,32.5,6.05778192
hsa-miR-744-5p,615,9.5,1.544715447
hsa-miR-744-3p,558.5,7,1.253357207
hsa-miR-720 Not in mirbase v21.0,NA,NA,NA
hsa-miR-718,868,323.5,37.26958525
hsa-miR-711,856.5,343,40.04670169
hsa-miR-708-5p,652,138.5,21.24233129
hsa-miR-708-3p,535.5,24,4.481792717
hsa-miR-7-5p,604,45.5,7.533112583
hsa-miR-7-2-3p,630.5,160.5,25.45598731
hsa-miR-7-1-3p,590.5,127,21.50719729
hsa-miR-676-5p,716,252.5,35.26536313
hsa-miR-676-3p,587,35.5,6.04770017
hsa-miR-675-5p,621,35,5.636070853
hsa-miR-675-3p,602.5,60,9.958506224
hsa-miR-6724-5p,574.5,96.5,16.79721497
hsa-miR-6723-5p,387.5,18.5,4.774193548
hsa-miR-6722-5p,355.5,17,4.781997187
hsa-miR-6722-3p,327.5,22,6.717557252
hsa-miR-6721-5p,350,49.5,14.14285714
hsa-miR-6720-3p,316,4.5,1.424050633
hsa-miR-6719-3p,374.5,100.5,26.83578104
hsa-miR-6718-5p,405.5,10,2.466091245
hsa-miR-6717-5p,494.5,36,7.28008089
hsa-miR-6716-5p,603.5,62,10.27340514
hsa-miR-6716-3p,676.5,266,39.32002956
hsa-miR-6715b-5p,377.5,5,1.324503311
hsa-miR-6715b-3p,432,10.5,2.430555556
hsa-miR-6715a-3p,455,8.5,1.868131868
hsa-miR-671-5p,509,38,7.465618861
hsa-miR-671-3p,467.5,17,3.636363636
hsa-miR-670,700,191.5,27.35714286
hsa-miR-668-3p,638,161.5,25.31347962
hsa-miR-665,521,41,7.869481766
hsa-miR-664b-5p,601.5,42.5,7.06566916
hsa-miR-664b-3p,590.5,27,4.572396274
hsa-miR-664a-5p,492,9,1.829268293
hsa-miR-664a-3p,876.5,386.5,44.09583571
hsa-miR-663b,702,227.5,32.40740741
hsa-miR-663a,861.5,309.5,35.92571097
hsa-miR-662,694,143,20.60518732
hsa-miR-661,415.5,4,0.962695548
hsa-miR-660-5p,428,10,2.336448598
hsa-miR-660-3p,619,65.5,10.5815832
hsa-miR-659-5p,753,80,10.62416999
hsa-miR-659-3p,522,25,4.789272031
hsa-miR-658,598,65.5,10.95317726
hsa-miR-657,711,99.5,13.99437412
hsa-miR-656-3p,575,65.5,11.39130435
hsa-miR-655-3p,546.5,12,2.1957914
hsa-miR-654-5p,564,28,4.964539007
hsa-miR-654-3p,514,2.5,0.486381323
hsa-miR-653-5p,655.5,93,14.18764302
hsa-miR-652-5p,474,50,10.54852321
hsa-miR-652-3p,752.5,128.5,17.07641196
hsa-miR-6515-5p,506,78,15.41501976
hsa-miR-6515-3p,717.5,251,34.9825784
hsa-miR-6514-5p,571.5,160,27.99650044
hsa-miR-6514-3p,299,0,0
hsa-miR-6513-5p,589.5,142,24.08821035
hsa-miR-6513-3p,779.5,187,23.98973701
hsa-miR-6512-5p,468,19,4.05982906
hsa-miR-6512-3p,444,1,0.225225225
hsa-miR-6511b-5p,488,23.5,4.81557377
hsa-miR-6511b-3p,574.5,178,30.98346388
hsa-miR-6511a-5p,545.5,58,10.6324473
hsa-miR-6511a-3p,476.5,37,7.764952781
hsa-miR-6510-5p,349,12,3.438395415
hsa-miR-6510-3p,611.5,91,14.88143908
hsa-miR-651-5p,588.5,60,10.19541206
hsa-miR-6509-5p,468.5,74.5,15.9018143
hsa-miR-6509-3p,578.5,154.5,26.70700086
hsa-miR-6508-5p,684.5,247.5,36.1577794
hsa-miR-6508-3p,545,106,19.44954128
hsa-miR-6507-5p,430,74.5,17.3255814
hsa-miR-6507-3p,537,72,13.40782123
hsa-miR-6506-5p,411.5,44.5,10.81409478
hsa-miR-6506-3p,384,23,5.989583333
hsa-miR-6505-5p,477.5,80,16.7539267
hsa-miR-6505-3p,366.5,2,0.545702592
hsa-miR-6504-5p,473.5,72,15.20591341
hsa-miR-6504-3p,391.5,12,3.0651341
hsa-miR-6503-5p,523,103.5,19.78967495
hsa-miR-6503-3p,492,64.5,13.1097561
hsa-miR-6502-5p,491.5,152.5,31.02746694
hsa-miR-6502-3p,579.5,126.5,21.82916307
hsa-miR-6501-5p,462,8,1.731601732
hsa-miR-6501-3p,411.5,36.5,8.869987849
hsa-miR-6500-5p,538.5,13,2.414113278
hsa-miR-6500-3p,436.5,11,2.520045819
hsa-miR-650,470.5,5,1.062699256
hsa-miR-6499-5p,492.5,40,8.121827411
hsa-miR-6499-3p,470.5,20,4.250797024
hsa-miR-649,795.5,336.5,42.30043997
hsa-miR-648,430.5,6.5,1.509872242
hsa-miR-647,516.5,20,3.872216844
hsa-miR-646,410.5,1.5,0.365408039
hsa-miR-645,458.5,3,0.654307525
hsa-miR-644a,414,1,0.241545894
hsa-miR-643,898,360,40.08908686
hsa-miR-642b-5p,595,93.5,15.71428571
hsa-miR-642b-3p,1310,914.5,69.80916031
hsa-miR-642a-5p,729,182,24.96570645
hsa-miR-642a-3p,1371,1062,77.46170678
hsa-miR-641,766.5,257,33.52902805
hsa-miR-640,475,11.5,2.421052632
hsa-miR-639,861.5,161,18.6883343
hsa-miR-638,791,177.5,22.43994943
hsa-miR-637,419.5,14.5,3.456495828
hsa-miR-636,880.5,325,36.91084611
hsa-miR-635,589.5,48,8.142493639
hsa-miR-634,262.5,2.5,0.952380952
hsa-miR-633,624.5,84.5,13.53082466
hsa-miR-632,575,33,5.739130435
hsa-miR-631,479.5,16,3.336809176
hsa-miR-630,459.5,2.5,0.544069641
hsa-miR-629-5p,517.5,33,6.376811594
hsa-miR-629-3p,548,76,13.86861314
hsa-miR-628-5p,473.5,18.5,3.907074974
hsa-miR-628-3p,519,37.5,7.225433526
hsa-miR-627,551.5,94,17.0444243
hsa-miR-626,672.5,84,12.49070632
hsa-miR-625-5p,427.5,14,3.274853801
hsa-miR-625-3p,552,37.5,6.793478261
hsa-miR-624-5p,477.5,14.5,3.036649215
hsa-miR-624-3p,407.5,5,1.226993865
hsa-miR-623,606.5,150.5,24.81450948
hsa-miR-622,631,114,18.06656101
hsa-miR-621,527.5,62.5,11.84834123
hsa-miR-620,522.5,53,10.14354067
hsa-miR-619,559.5,59,10.54512958
hsa-miR-618,429,8.5,1.981351981
hsa-miR-617,494.5,3.5,0.707785642
hsa-miR-6165,787,331.5,42.12198221
hsa-miR-616-5p,657,214.5,32.64840183
hsa-miR-616-3p,541.5,118,21.79132041
hsa-miR-615-5p,720.5,328.5,45.59333796
hsa-miR-615-3p,693,249,35.93073593
hsa-miR-614,436,36,8.256880734
hsa-miR-6134,514,8.5,1.653696498
hsa-miR-6133,465.5,7.5,1.611170784
hsa-miR-6132,319,5.5,1.724137931
hsa-miR-6131,456,151,33.11403509
hsa-miR-6130,326.5,6,1.837672282
hsa-miR-613,424,2.5,0.589622642
hsa-miR-6129,377.5,13,3.443708609
hsa-miR-6128,522.5,211.5,40.4784689
hsa-miR-6127,520.5,72.5,13.92891451
hsa-miR-6126,420.5,11.5,2.734839477
hsa-miR-6125,696.5,312,44.7954056
hsa-miR-6124,858.5,510.5,59.46418171
hsa-miR-612,507.5,7.5,1.477832512
hsa-miR-611,683.5,239.5,35.04023409
hsa-miR-610,567.5,31,5.462555066
hsa-miR-6090,530,216,40.75471698
hsa-miR-609,547.5,12.5,2.283105023
hsa-miR-6089,537.5,217,40.37209302
hsa-miR-6088,583,198.5,34.04802744
hsa-miR-6087,524,85.5,16.31679389
hsa-miR-6086,570,101.5,17.80701754
hsa-miR-6085,430,65.5,15.23255814
hsa-miR-6084,447.5,48.5,10.83798883
hsa-miR-6083,402.5,14,3.47826087
hsa-miR-6082,624,175,28.04487179
hsa-miR-6081,341,8.5,2.492668622
hsa-miR-6080,735.5,156,21.21006118
hsa-miR-608,448.5,11.5,2.564102564
hsa-miR-6079,402.5,8,1.98757764
hsa-miR-6078,615.5,91.5,14.86596263
hsa-miR-6077,474.5,26.5,5.584826133
hsa-miR-6076,487,12.5,2.566735113
hsa-miR-6075,603,81.5,13.51575456
hsa-miR-6074,427,5.5,1.288056206
hsa-miR-6073,619,153,24.71728595
hsa-miR-6072,567.5,60,10.57268722
hsa-miR-6071,501.5,16.5,3.290129611
hsa-miR-6070,465,73.5,15.80645161
hsa-miR-607,712,268,37.64044944
hsa-miR-6069,441,42.5,9.637188209
hsa-miR-6068,578,163.5,28.28719723
hsa-miR-606,538.5,66,12.25626741
hsa-miR-605,479,1.5,0.313152401
hsa-miR-604,408,3,0.735294118
hsa-miR-603,433,16,3.695150115
hsa-miR-602,803.5,296.5,36.90105787
hsa-miR-601,560,35,6.25
hsa-miR-600,555.5,71.5,12.87128713
hsa-miR-599,592.5,89,15.02109705
hsa-miR-598,627.5,68.5,10.91633466
hsa-miR-597,654,206,31.49847095
hsa-miR-596,474.5,22,4.636459431
hsa-miR-595,682,89.5,13.12316716
hsa-miR-593-5p,547,47.5,8.683729433
hsa-miR-593-3p,361,1,0.27700831
hsa-miR-592,662.5,82,12.37735849
hsa-miR-591,740.5,133,17.96083727
hsa-miR-590-5p,520,83.5,16.05769231
hsa-miR-590-3p,716,265.5,37.08100559
hsa-miR-589-5p,667,108,16.19190405
hsa-miR-589-3p,623,50.5,8.105939005
hsa-miR-588,578,53,9.169550173
hsa-miR-587,636,72,11.32075472
hsa-miR-586,639,172.5,26.99530516
hsa-miR-585,514,6,1.167315175
hsa-miR-584-5p,541,42,7.763401109
hsa-miR-584-3p,524.5,4,0.762631077
hsa-miR-583,574.5,53,9.225413403
hsa-miR-582-5p,882,149,16.89342404
hsa-miR-582-3p,584,42.5,7.27739726
hsa-miR-581,510.5,27.5,5.386875612
hsa-miR-580,537,108,20.11173184
hsa-miR-579,567.5,10.5,1.850220264
hsa-miR-5787,709,361,50.9167842
hsa-miR-578,444,2.5,0.563063063
hsa-miR-577,673.5,179.5,26.65181886
hsa-miR-576-5p,610,135,22.13114754
hsa-miR-576-3p,680,125,18.38235294
hsa-miR-575,690.5,194,28.09558291
hsa-miR-574-5p,563,90,15.98579041
hsa-miR-574-3p,647,119,18.39258114
hsa-miR-5739,528.5,157,29.70671712
hsa-miR-573,442,16.5,3.733031674
hsa-miR-572,774.5,161,20.78760491
hsa-miR-571,400,0.5,0.125
hsa-miR-5708,526.5,75.5,14.33998101
hsa-miR-5707,611.5,237.5,38.83892069
hsa-miR-5706,691.5,270.5,39.11785973
hsa-miR-5705,778,318.5,40.93830334
hsa-miR-5704,791,351.5,44.43742099
hsa-miR-5703,631,105,16.64025357
hsa-miR-5702,620.5,194.5,31.34568896
hsa-miR-5701,417,3,0.71942446
hsa-miR-5700,732,319.5,43.64754098
hsa-miR-570-5p,958.5,417,43.50547731
hsa-miR-570-3p,421.5,33,7.829181495
hsa-miR-5699,739.5,321,43.40770791
hsa-miR-5698,634.5,234,36.87943262
hsa-miR-5697,446.5,52,11.64613662
hsa-miR-5696,584.5,71,12.1471343
hsa-miR-5695,780,402,51.53846154
hsa-miR-5694,473.5,75,15.83949314
hsa-miR-5693,477.5,39.5,8.272251309
hsa-miR-5692c,778,335.5,43.12339332
hsa-miR-5692b,774,296.5,38.30749354
hsa-miR-5692a,557.5,96.5,17.30941704
hsa-miR-5691,561.5,108,19.23419412
hsa-miR-5690,478.5,114,23.82445141
hsa-miR-569,532,54,10.15037594
hsa-miR-5689,426.5,35,8.206330598
hsa-miR-5688,606,179.5,29.62046205
hsa-miR-5687,548.5,113,20.60164084
hsa-miR-5686,635,249,39.21259843
hsa-miR-5685,656,120.5,18.36890244
hsa-miR-5684,479,31.5,6.576200418
hsa-miR-5683,428,8.5,1.985981308
hsa-miR-5682,477.5,44.5,9.319371728
hsa-miR-5681b,372,0,0
hsa-miR-5681a,295.5,2.5,0.846023689
hsa-miR-5680,462,64.5,13.96103896
hsa-miR-568,984,446.5,45.37601626
hsa-miR-567,532,8,1.503759398
hsa-miR-566,619.5,87,14.04358354
hsa-miR-564,511.5,14.5,2.834799609
hsa-miR-563,534,29.5,5.524344569
hsa-miR-562,524,21,4.007633588
hsa-miR-561-5p,648,89.5,13.8117284
hsa-miR-561-3p,507,52.5,10.35502959
hsa-miR-5591-5p,585.5,28,4.782237404
hsa-miR-5591-3p,380,0.5,0.131578947
hsa-miR-5590-5p,470,5.5,1.170212766
hsa-miR-5590-3p,555.5,49,8.820882088
hsa-miR-559,538.5,120.5,22.37697307
hsa-miR-5589-5p,323,6,1.857585139
hsa-miR-5589-3p,437,18.5,4.233409611
hsa-miR-5588-5p,404,22,5.445544554
hsa-miR-5588-3p,641,65.5,10.21840874
hsa-miR-5587-5p,428,14.5,3.387850467
hsa-miR-5587-3p,513,106,20.66276803
hsa-miR-5586-5p,392,1.5,0.382653061
hsa-miR-5586-3p,614,267.5,43.56677524
hsa-miR-5585-5p,436.5,7.5,1.718213058
hsa-miR-5585-3p,579.5,159.5,27.52372735
hsa-miR-5584-5p,729.5,197,27.00479781
hsa-miR-5584-3p,401,1,0.249376559
hsa-miR-5583-5p,608.5,213.5,35.08627773
hsa-miR-5583-3p,489.5,45.5,9.295199183
hsa-miR-5582-5p,381,3.5,0.918635171
hsa-miR-5582-3p,558.5,155.5,27.84243509
hsa-miR-5581-5p,281.5,1.5,0.53285968
hsa-miR-5581-3p,709.5,84.5,11.90979563
hsa-miR-5580-5p,493.5,10.5,2.127659574
hsa-miR-5580-3p,460.5,10,2.17155266
hsa-miR-558,439,10.5,2.391799544
hsa-miR-5579-5p,637,123.5,19.3877551
hsa-miR-5579-3p,525,139.5,26.57142857
hsa-miR-5572,332,6,1.807228916
hsa-miR-5571-5p,448.5,25.5,5.685618729
hsa-miR-5571-3p,386.5,33.5,8.667529107
hsa-miR-557,555,32,5.765765766
hsa-miR-556-5p,562,100.5,17.88256228
hsa-miR-556-3p,472.5,8.5,1.798941799
hsa-miR-555,454,3.5,0.77092511
hsa-miR-554,627.5,91,14.50199203
hsa-miR-553,723.5,247.5,34.20870767
hsa-miR-552,506.5,6.5,1.283316881
hsa-miR-551b-5p,400.5,52,12.98377029
hsa-miR-551b-3p,719.5,204.5,28.42251564
hsa-miR-551a,638,131,20.53291536
hsa-miR-550b-3p,453.5,22,4.851157663
hsa-miR-550b-2-5p,871.5,203.5,23.35054504
hsa-miR-550a-5p,607.5,39,6.419753086
hsa-miR-550a-3p,464,14,3.017241379
hsa-miR-550a-3-5p,857.5,269,31.37026239
hsa-miR-549a,589,51,8.658743633
hsa-miR-548z,561,98,17.4688057
hsa-miR-548y,466.5,56,12.00428725
hsa-miR-548x-5p,448,94,20.98214286
hsa-miR-548x-3p,722.25,272.5,37.7293181
hsa-miR-548w,685,194.5,28.39416058
hsa-miR-548v,500,11.5,2.3
hsa-miR-548u,833.5,337,40.43191362
hsa-miR-548t-5p,677,117,17.28212703
hsa-miR-548t-3p,620.5,299,48.18694601
hsa-miR-548s,630.5,139,22.04599524
hsa-miR-548q,592.5,91.5,15.44303797
hsa-miR-548p,766,277.5,36.22715405
hsa-miR-548o-5p,720,199.5,27.70833333
hsa-miR-548o-3p,671.5,193,28.74162323
hsa-miR-548n,635.5,139,21.87254131
hsa-miR-548m,467.5,33.5,7.165775401
hsa-miR-548l,653,99.5,15.237366
hsa-miR-548k,473,10,2.114164905
hsa-miR-548j-5p,580.5,64,11.02497847
hsa-miR-548i,597,73,12.2278057
hsa-miR-548h-5p,541.5,81.5,15.05078486
hsa-miR-548h-3p,501.5,64,12.76171486
hsa-miR-548g-5p,456,98,21.49122807
hsa-miR-548g-3p,856.5,383.5,44.7752481
hsa-miR-548e,562.5,90.5,16.08888889
hsa-miR-548d-5p,606.5,139,22.91838417
hsa-miR-548d-3p,585,101.5,17.35042735
hsa-miR-548c-5p,621,134,21.57809984
hsa-miR-548c-3p,648,228.5,35.26234568
hsa-miR-548b-5p,584,80.5,13.78424658
hsa-miR-548b-3p,863.5,406,47.0179502
hsa-miR-548az-5p,551,140.5,25.49909256
hsa-miR-548az-3p,395,23,5.82278481
hsa-miR-548ay-5p,606,124,20.4620462
hsa-miR-548ay-3p,424,7.5,1.768867925
hsa-miR-548ax,592,103.5,17.48310811
hsa-miR-548aw,428.5,8,1.86697783
hsa-miR-548av-5p,471,11,2.335456476
hsa-miR-548av-3p,809.5,338.5,41.81593576
hsa-miR-548au-5p,637.5,197.5,30.98039216
hsa-miR-548au-3p,366,1,0.273224044
hsa-miR-548at-5p,460,16,3.47826087
hsa-miR-548at-3p,412,53.5,12.98543689
hsa-miR-548as-5p,577,128,22.18370884
hsa-miR-548as-3p,585.5,117.5,20.06831768
hsa-miR-548ar-5p,522,146,27.96934866
hsa-miR-548ar-3p,435.5,71.5,16.41791045
hsa-miR-548aq-5p,545,161.5,29.63302752
hsa-miR-548aq-3p,632,278.5,44.0664557
hsa-miR-548ap-5p,661.5,157.5,23.80952381
hsa-miR-548ap-3p,507.5,84.5,16.65024631
hsa-miR-548ao-5p,673.5,258.5,38.38158872
hsa-miR-548ao-3p,666.5,116.5,17.47936984
hsa-miR-548an,439.5,18.5,4.209328783
hsa-miR-548am-5p,666.5,185,27.75693923
hsa-miR-548am-3p,763.5,276.5,36.21480026
hsa-miR-548al,581,69,11.87607573
hsa-miR-548ak,665,218.5,32.85714286
hsa-miR-548aj-5p,519.5,92.5,17.80558229
hsa-miR-548aj-3p,641,207.5,32.37129485
hsa-miR-548ai,791.5,352,44.47252053
hsa-miR-548ah-5p,736.5,196,26.61235574
hsa-miR-548ah-3p,674,263,39.02077151
hsa-miR-548ag,643,218.5,33.98133748
hsa-miR-548ae,711.5,257.5,36.19114547
hsa-miR-548ad,690,257.5,37.31884058
hsa-miR-548ac,645,182.5,28.29457364
hsa-miR-548ab,629.5,108,17.15647339
hsa-miR-548aa,494,74.5,15.08097166
hsa-miR-548a-5p,680,196.5,28.89705882
hsa-miR-548a-3p,480.5,28,5.827263267
hsa-miR-548-3p,549.6666667,92,16.73741662
hsa-miR-545-5p,792.5,341,43.02839117
hsa-miR-545-3p,691.5,228.5,33.04410701
hsa-miR-544b,534.5,35,6.548175865
hsa-miR-544a,439,24.5,5.580865604
hsa-miR-543,623.5,116,18.60465116
hsa-miR-542-5p,553.5,44.5,8.039747064
hsa-miR-542-3p,430,5,1.162790698
hsa-miR-541-5p,619.5,120,19.37046005
hsa-miR-541-3p,543,8,1.473296501
hsa-miR-539-5p,626.5,206.5,32.96089385
hsa-miR-539-3p,525.5,53.5,10.18078021
hsa-miR-532-5p,492.5,47.5,9.644670051
hsa-miR-532-3p,619.5,100,16.14205004
hsa-miR-527,444,12.5,2.815315315
hsa-miR-526b-5p,380,0,0
hsa-miR-526b-3p,1172.5,551,46.99360341
hsa-miR-526a,598.5,26,4.344193818
hsa-miR-525-5p,493.5,32,6.484295846
hsa-miR-525-3p,533.5,33,6.18556701
hsa-miR-524-5p,562,74,13.16725979
hsa-miR-524-3p,505,21,4.158415842
hsa-miR-523-5p,538.5,17.5,3.249767874
hsa-miR-523-3p,961.5,364,37.8575143
hsa-miR-522-5p,556,20,3.597122302
hsa-miR-522-3p,582,70.5,12.11340206
hsa-miR-521,750,226,30.13333333
hsa-miR-520h,1279.5,701,54.78702618
hsa-miR-520g,1278,531,41.54929577
hsa-miR-520f,762,117.5,15.41994751
hsa-miR-520e,1133.5,344.5,30.39258933
hsa-miR-520d-5p,443,12.5,2.821670429
hsa-miR-520d-3p,1066.5,272,25.503985
hsa-miR-520c-5p,596.5,25.5,4.274937133
hsa-miR-520c-3p,1052,327.5,31.13117871
hsa-miR-520b,1042,330.5,31.71785029
hsa-miR-520a-5p,443,27,6.094808126
hsa-miR-520a-3p,1021,361.5,35.40646425
hsa-miR-519e-5p,579.5,43.5,7.506471096
hsa-miR-519e-3p,742,73,9.838274933
hsa-miR-519d,1048.5,368,35.0977587
hsa-miR-519c-5p,552,24,4.347826087
hsa-miR-519c-3p,1338,482,36.02391629
hsa-miR-519b-5p,468.5,12,2.561366062
hsa-miR-519b-3p,1406,527,37.48221906
hsa-miR-519a-5p,545,15,2.752293578
hsa-miR-519a-3p,1497.5,530.5,35.42570952
hsa-miR-5197-5p,415,3,0.722891566
hsa-miR-5197-3p,595,77,12.94117647
hsa-miR-5196-5p,567.5,39,6.872246696
hsa-miR-5196-3p,498,25,5.020080321
hsa-miR-5195-5p,697.5,173,24.80286738
hsa-miR-5195-3p,569.5,48.5,8.516242318
hsa-miR-5194,679.5,55,8.094186902
hsa-miR-5193,432.5,15.5,3.583815029
hsa-miR-5192,510.5,10,1.958863859
hsa-miR-5191,508.5,49,9.636184857
hsa-miR-5190,513.5,34.5,6.718597858
hsa-miR-518f-5p,632,39,6.170886076
hsa-miR-518f-3p,418,9.5,2.272727273
hsa-miR-518e-5p,586.5,17,2.898550725
hsa-miR-518e-3p,531.5,47.5,8.936970837
hsa-miR-518d-5p,630.5,27,4.282315623
hsa-miR-518d-3p,372.5,2.5,0.67114094
hsa-miR-518c-5p,679,106.5,15.68483063
hsa-miR-518c-3p,397.5,7,1.761006289
hsa-miR-518b,353,5,1.416430595
hsa-miR-518a-5p,438,12.5,2.853881279
hsa-miR-518a-3p,386,11,2.849740933
hsa-miR-5189,438,13,2.96803653
hsa-miR-5188,442,27.5,6.221719457
hsa-miR-5187-5p,485,29.5,6.082474227
hsa-miR-5187-3p,485,68,14.02061856
hsa-miR-5186,453.5,21,4.630650496
hsa-miR-517c-3p,557,76.5,13.73429084
hsa-miR-517b-3p,604,82,13.57615894
hsa-miR-517a-3p,592,95,16.0472973
hsa-miR-517-5p,600.5,75.5,12.57285595
hsa-miR-516b-5p,430,23.5,5.465116279
hsa-miR-516b-3p,650.5,93.5,14.3735588
hsa-miR-516a-5p,723,142.5,19.70954357
hsa-miR-516a-3p,735,167,22.72108844
hsa-miR-515-5p,669,102.5,15.32137519
hsa-miR-515-3p,896.5,184,20.52426102
hsa-miR-514b-5p,585.5,35,5.977796755
hsa-miR-514b-3p,821.5,255.5,31.10164334
hsa-miR-514a-5p,762.25,174.5,22.89275172
hsa-miR-514a-3p,805,325.5,40.43478261
hsa-miR-513c-5p,601.5,24.5,4.073150457
hsa-miR-513c-3p,373,8,2.144772118
hsa-miR-513b,482.5,28,5.803108808
hsa-miR-513a-5p,586,73.5,12.54266212
hsa-miR-513a-3p,398.5,2,0.501882058
hsa-miR-512-5p,652.5,47,7.203065134
hsa-miR-512-3p,766.5,189.5,24.72276582
hsa-miR-511-5p,541,26,4.805914972
hsa-miR-5100,443.5,18.5,4.171364149
hsa-miR-510-5p,525,6,1.142857143
hsa-miR-5096,414.5,14,3.377563329
hsa-miR-5095,341,17.5,5.131964809
hsa-miR-5094,527.5,25.5,4.834123223
hsa-miR-5093,478.5,14,2.925809822
hsa-miR-5092,484.5,6.5,1.341589267
hsa-miR-5091,533,17.5,3.283302064
hsa-miR-5090,578.5,95,16.42178047
hsa-miR-509-5p,565,19.5,3.451327434
hsa-miR-509-3p,505,4.5,0.891089109
hsa-miR-509-3-5p,583,27,4.631217839
hsa-miR-5089-5p,621,125.5,20.20933977
hsa-miR-5089-3p,448.5,48,10.70234114
hsa-miR-5088,637,175,27.47252747
hsa-miR-5087,536.5,55,10.25163094
hsa-miR-508-5p,529,46,8.695652174
hsa-miR-508-3p,497.5,28,5.628140704
hsa-miR-507,450.5,7,1.553829079
hsa-miR-506-5p,749.5,271.5,36.22414943
hsa-miR-506-3p,379,0.5,0.131926121
hsa-miR-505-5p,631.5,91,14.4101346
hsa-miR-505-3p,708,70.5,9.957627119
hsa-miR-5047,524.5,76.5,14.58531935
hsa-miR-504,641,174,27.1450858
hsa-miR-503-5p,393.5,7,1.778907243
hsa-miR-503-3p,624.5,127.5,20.41633307
hsa-miR-502-5p,502,27,5.378486056
hsa-miR-502-3p,509,26,5.10805501
