ID,Total_Cell_Count,MCavg_Norm_Cell_Count,Z_score
hsa-miR-519b-5p,468.5,0.89609691,-0.776677594
hsa-miR-519b-3p,1406,2.689247076,5.404055948
hsa-miR-519a-5p,545,1.042417963,-0.272329737
hsa-miR-519a-3p,1497.5,2.864258532,6.007295542
hsa-miR-5197-5p,415,0.793767807,-1.129391455
hsa-miR-5197-3p,595,1.138052639,0.057309385
hsa-miR-5196-5p,567.5,1.085453567,-0.123992132
hsa-miR-5196-3p,498,0.952521368,-0.582190512
hsa-miR-5195-5p,697.5,1.334103724,0.733069586
hsa-miR-5195-3p,569.5,1.089278954,-0.110806567
hsa-miR-5194,679.5,1.299675241,0.614399502
hsa-miR-5193,432.5,0.827239943,-1.014017762
hsa-miR-5192,510.5,0.976430037,-0.499780732
hsa-miR-5191,508.5,0.97260465,-0.512966296
hsa-miR-5190,513.5,0.982168118,-0.480002384
hsa-miR-518f-5p,632,1.208822299,0.301242336
hsa-miR-518f-3p,418,0.799505887,-1.109613108
hsa-miR-518e-5p,586.5,1.121794744,0.001270734
hsa-miR-518e-3p,531.5,1.016596601,-0.3613323
hsa-miR-518d-5p,630.5,1.205953259,0.291353162
hsa-miR-518d-3p,372.5,0.712478333,-1.409584709
hsa-miR-518c-5p,679,1.298718894,0.61110311
hsa-miR-518c-3p,397.5,0.760295671,-1.244765148
hsa-miR-518b,353,0.675180809,-1.538143967
hsa-miR-518a-5p,438,0.837759758,-0.977757459
hsa-miR-518a-3p,386,0.738299695,-1.320582146
hsa-miR-5189,438,0.837759758,-0.977757459
hsa-miR-5188,442,0.845410532,-0.951386329
hsa-miR-5187-5p,485,0.927656353,-0.667896684
hsa-miR-5187-3p,485,0.927656353,-0.667896684
hsa-miR-5186,453.5,0.867406507,-0.875569331
hsa-miR-517c-3p,557,1.065370285,-0.193216348
hsa-miR-517b-3p,604,1.15526688,0.116644427
hsa-miR-517a-3p,592,1.132314558,0.037531038
hsa-miR-517-5p,600.5,1.148572453,0.093569688
hsa-miR-516b-5p,430,0.82245821,-1.030499718
hsa-miR-516b-3p,650.5,1.244207129,0.423208811
hsa-miR-516a-5p,723,1.382877408,0.901185538
hsa-miR-516a-3p,735,1.40582973,0.980298927
hsa-miR-515-5p,669,1.279591959,0.545175286
hsa-miR-515-3p,896.5,1.714729732,2.045033292
hsa-miR-514b-5p,585.5,1.119882051,-0.005322048
hsa-miR-514b-3p,821.5,1.571277719,1.550574609
hsa-miR-514a-5p,762.25,1.457950629,1.159952249
hsa-miR-514a-3p,805,1.539718276,1.441793699
hsa-miR-513c-5p,601.5,1.150485147,0.100162471
hsa-miR-513c-3p,373,0.71343468,-1.406288318
hsa-miR-513b,482.5,0.922874619,-0.68437864
hsa-miR-513a-5p,586,1.120838397,-0.002025657
hsa-miR-513a-3p,398.5,0.762208364,-1.238172365
hsa-miR-512-5p,652.5,1.248032516,0.436394376
hsa-miR-512-3p,766.5,1.466079576,1.187971574
hsa-miR-511-5p,541,1.034767189,-0.298700867
hsa-miR-5100,443.5,0.848279572,-0.941497155
hsa-miR-510-5p,525,1.004164093,-0.404185386
hsa-miR-5096,414.5,0.79281146,-1.132687846
hsa-miR-5095,341,0.652228487,-1.617257356
hsa-miR-5094,527.5,1.008945827,-0.38770343
hsa-miR-5093,478.5,0.915223845,-0.71074977
hsa-miR-5092,484.5,0.926700006,-0.671193075
hsa-miR-5091,533,1.019465641,-0.351443127
hsa-miR-5090,578.5,1.106493196,-0.051471525
hsa-miR-509-5p,565,1.080671834,-0.140474088
hsa-miR-509-3p,505,0.965910223,-0.536041035
hsa-miR-509-3-5p,583,1.115100317,-0.021804004
hsa-miR-5089-5p,621,1.18778267,0.228721729
hsa-miR-5089-3p,448.5,0.85784304,-0.908533243
hsa-miR-5088,637,1.218385766,0.334206248
hsa-miR-5087,536.5,1.026160069,-0.328368388
hsa-miR-508-5p,529,1.011814867,-0.377814256
hsa-miR-508-3p,497.5,0.951565022,-0.585486903
hsa-miR-507,450.5,0.861668427,-0.895347678
hsa-miR-506-5p,749.5,1.433563786,1.075894273
hsa-miR-506-3p,379,0.724910841,-1.366731623
hsa-miR-505-5p,631.5,1.207865952,0.297945944
hsa-miR-505-3p,708,1.354187006,0.802293801
hsa-miR-5047,524.5,1.003207746,-0.407481777
hsa-miR-504,641,1.22603654,0.360577378
hsa-miR-503-5p,393.5,0.752644896,-1.271136278
hsa-miR-503-3p,624.5,1.194477097,0.251796467
hsa-miR-502-5p,502,0.960172142,-0.555819382
hsa-miR-502-3p,509,0.973560997,-0.509669905
hsa-miR-5011-5p,484,0.925743659,-0.674489466
hsa-miR-5011-3p,525.5,1.00512044,-0.400888995
hsa-miR-5010-5p,624.5,1.194477097,0.251796467
hsa-miR-5010-3p,546.5,1.045287004,-0.262440564
hsa-miR-501-5p,473.5,0.905660377,-0.743713682
hsa-miR-501-3p,516.5,0.987906198,-0.460224037
hsa-miR-500b,531,1.015640254,-0.364628691
hsa-miR-500a-5p,566,1.082584527,-0.133881306
hsa-miR-500a-3p,399,0.763164711,-1.234875974
hsa-miR-5009-5p,494,0.944870594,-0.608561642
hsa-miR-5009-3p,773.5,1.479468431,1.234121052
hsa-miR-5008-5p,458,0.876013628,-0.84590181
hsa-miR-5008-3p,804.5,1.538761929,1.438497307
hsa-miR-5007-5p,483.5,0.924787312,-0.677785858
hsa-miR-5007-3p,562.5,1.0758901,-0.156956044
hsa-miR-5006-5p,749,1.43260744,1.072597882
hsa-miR-5006-3p,529.5,1.012771214,-0.374517865
hsa-miR-5004-5p,598,1.143790719,0.077087732
hsa-miR-5004-3p,843.5,1.613356976,1.695615823
hsa-miR-5003-5p,524.5,1.003207746,-0.407481777
hsa-miR-5003-3p,394.5,0.75455759,-1.264543495
hsa-miR-5002-5p,394,0.753601243,-1.267839886
hsa-miR-5002-3p,551.5,1.054850471,-0.229476651
hsa-miR-5001-5p,587.5,1.123707438,0.007863517
hsa-miR-5001-3p,506.5,0.968779263,-0.526151861
hsa-miR-5000-5p,451,0.862624773,-0.892051287
hsa-miR-5000-3p,659.5,1.26142137,0.482543853
hsa-miR-499b-5p,405.5,0.775597219,-1.192022888
hsa-miR-499b-3p,481.5,0.920961925,-0.690971423
hsa-miR-499a-5p,496.5,0.949652328,-0.592079686
hsa-miR-499a-3p,477.5,0.913311151,-0.717342552
hsa-miR-4999-5p,825.5,1.578928493,1.576945739
hsa-miR-4999-3p,454,0.868362854,-0.87227294
hsa-miR-498,737.5,1.410611464,0.996780884
hsa-miR-497-5p,404.5,0.773684525,-1.198615671
hsa-miR-497-3p,486,0.929569046,-0.661303902
hsa-miR-496,469.5,0.898009603,-0.770084812
hsa-miR-495-5p,483.5,0.924787312,-0.677785858
hsa-miR-495-3p,629.5,1.204040565,0.284760379
hsa-miR-494,533,1.019465641,-0.351443127
hsa-miR-493-5p,522.5,0.999382359,-0.420667342
hsa-miR-493-3p,662.5,1.267159451,0.5023222
hsa-miR-492,734.5,1.404873384,0.977002536
hsa-miR-491-5p,438.5,0.838716104,-0.974461068
hsa-miR-491-3p,358,0.684744277,-1.505180055
hsa-miR-490-5p,659,1.260465024,0.479247462
hsa-miR-490-3p,637,1.218385766,0.334206248
hsa-miR-489,463.5,0.886533442,-0.809641507
hsa-miR-488-5p,495.5,0.947739635,-0.598672468
hsa-miR-488-3p,500.5,0.957303102,-0.565708556
hsa-miR-487b,595.5,1.139008986,0.060605776
hsa-miR-487a,562.5,1.0758901,-0.156956044
hsa-miR-486-5p,779,1.489988245,1.270381355
hsa-miR-486-3p,404.5,0.773684525,-1.198615671
hsa-miR-485-5p,529,1.011814867,-0.377814256
hsa-miR-485-3p,669,1.279591959,0.545175286
hsa-miR-484,779,1.489988245,1.270381355
hsa-miR-483-5p,596,1.139965332,0.063902167
hsa-miR-483-3p,508,0.971648303,-0.516262688
hsa-miR-4804-5p,568,1.086409914,-0.120695741
hsa-miR-4804-3p,512,0.979299078,-0.489891558
hsa-miR-4803,728.5,1.393397223,0.937445842
hsa-miR-4802-5p,545.5,1.04337431,-0.269033346
hsa-miR-4802-3p,470.5,0.899922297,-0.763492029
hsa-miR-4801,606.5,1.160048614,0.133126383
hsa-miR-4800-5p,636,1.216473073,0.327613465
hsa-miR-4800-3p,527,1.00798948,-0.390999821
hsa-miR-4799-5p,502.5,0.961128489,-0.552522991
hsa-miR-4799-3p,483,0.923830966,-0.681082249
hsa-miR-4798-5p,513,0.981211771,-0.483298775
hsa-miR-4798-3p,469.5,0.898009603,-0.770084812
hsa-miR-4797-5p,413,0.78994242,-1.14257702
hsa-miR-4797-3p,481,0.920005579,-0.694267814
hsa-miR-4796-5p,381,0.728736228,-1.353546058
hsa-miR-4796-3p,457.5,0.875057281,-0.849198201
hsa-miR-4795-5p,563,1.076846447,-0.153659653
hsa-miR-4795-3p,467,0.89322787,-0.786566768
hsa-miR-4794,515.5,0.985993505,-0.466816819
hsa-miR-4793-5p,384.5,0.735430655,-1.33047132
hsa-miR-4793-3p,487,0.93148174,-0.654711119
hsa-miR-4792,517.5,0.989818892,-0.453631254
hsa-miR-4791,840,1.606662549,1.672541084
hsa-miR-4790-5p,420.5,0.804287621,-1.093131152
hsa-miR-4790-3p,388.5,0.743081429,-1.30410019
hsa-miR-4789-5p,501.5,0.959215796,-0.559115774
hsa-miR-4789-3p,612.5,1.171524775,0.172683078
hsa-miR-4788,552,1.055806818,-0.22618026
hsa-miR-4787-5p,761,1.455559762,1.151711271
hsa-miR-4787-3p,551.5,1.054850471,-0.229476651
hsa-miR-4786-5p,686,1.312107748,0.657252588
hsa-miR-4786-3p,520,0.994600626,-0.437149298
hsa-miR-4785,671,1.283417346,0.558360851
hsa-miR-4784,924.5,1.768285151,2.229631201
hsa-miR-4783-5p,714.5,1.366619513,0.845146887
hsa-miR-4783-3p,661,1.264290411,0.492433026
hsa-miR-4782-5p,384.5,0.735430655,-1.33047132
hsa-miR-4782-3p,674.5,1.290111773,0.581435589
hsa-miR-4781-5p,439,0.839672451,-0.971164676
hsa-miR-4781-3p,493,0.942957901,-0.615154424
hsa-miR-4780,767,1.467035923,1.191267966
hsa-miR-4779,434.5,0.83106533,-1.000832197
hsa-miR-4778-5p,496,0.948695981,-0.595376077
hsa-miR-4778-3p,527,1.00798948,-0.390999821
hsa-miR-4777-5p,346.5,0.662748301,-1.580997053
hsa-miR-4777-3p,477.5,0.913311151,-0.717342552
hsa-miR-4776-5p,657,1.256639637,0.466061897
hsa-miR-4776-3p,404.5,0.773684525,-1.198615671
hsa-miR-4775,625,1.195433444,0.255092858
hsa-miR-4774-5p,455,0.870275547,-0.865680157
hsa-miR-4774-3p,378.5,0.723954494,-1.370028014
hsa-miR-4773,464,0.887489789,-0.806345115
hsa-miR-4772-5p,353,0.675180809,-1.538143967
hsa-miR-4772-3p,457.5,0.875057281,-0.849198201
hsa-miR-4771,522.5,0.999382359,-0.420667342
hsa-miR-4770,584.5,1.117969357,-0.011914831
hsa-miR-4769-5p,703.5,1.345579885,0.77262628
hsa-miR-4769-3p,864.5,1.65352354,1.834064254
hsa-miR-4768-5p,488,0.933394433,-0.648118337
hsa-miR-4768-3p,446,0.853061306,-0.925015199
hsa-miR-4767,728,1.392440876,0.93414945
hsa-miR-4766-5p,638.5,1.221254807,0.344095421
hsa-miR-4766-3p,422,0.807156662,-1.083241978
hsa-miR-4765,571.5,1.093104341,-0.097621002
hsa-miR-4764-5p,368,0.703871212,-1.43925223
hsa-miR-4764-3p,645.5,1.234643661,0.390244899
hsa-miR-4763-5p,454,0.868362854,-0.87227294
hsa-miR-4763-3p,547,1.04624335,-0.259144172
hsa-miR-4762-5p,405.5,0.775597219,-1.192022888
hsa-miR-4762-3p,376.5,0.720129107,-1.383213579
hsa-miR-4761-5p,454.5,0.869319201,-0.868976549
hsa-miR-4761-3p,432,0.826283597,-1.017314154
hsa-miR-4760-5p,652,1.247076169,0.433097984
hsa-miR-4760-3p,529,1.011814867,-0.377814256
hsa-miR-4759,521,0.996513319,-0.430556516
hsa-miR-4758-5p,864,1.652567193,1.830767863
hsa-miR-4758-3p,734,1.403917037,0.973706145
hsa-miR-4757-5p,740,1.415393198,1.01326284
hsa-miR-4757-3p,657.5,1.257595983,0.469358288
hsa-miR-4756-5p,427.5,0.817676476,-1.046981675
hsa-miR-4756-3p,518,0.990775239,-0.450334863
hsa-miR-4755-5p,526,1.006076787,-0.397592604
hsa-miR-4755-3p,615,1.176306509,0.189165034
hsa-miR-4754,493,0.942957901,-0.615154424
hsa-miR-4753-5p,353.5,0.676137156,-1.534847576
hsa-miR-4753-3p,369.5,0.706740252,-1.429363056
hsa-miR-4752,467.5,0.894184216,-0.783270377
hsa-miR-4751,700,1.338885458,0.749551542
hsa-miR-4750-5p,477,0.912354805,-0.720638944
hsa-miR-4750-3p,660.5,1.263334064,0.489136635
hsa-miR-4749-5p,503.5,0.963041183,-0.545930209
hsa-miR-4749-3p,894.5,1.710904345,2.031847727
hsa-miR-4748,558,1.067282979,-0.186623565
hsa-miR-4747-5p,569,1.088322608,-0.114102959
hsa-miR-4747-3p,428.5,0.819589169,-1.040388892
hsa-miR-4746-5p,547,1.04624335,-0.259144172
hsa-miR-4746-3p,576.5,1.102667809,-0.06465709
hsa-miR-4745-5p,682.5,1.305413321,0.634177849
hsa-miR-4745-3p,722,1.380964715,0.894592756
hsa-miR-4744,723,1.382877408,0.901185538
hsa-miR-4743-5p,501.5,0.959215796,-0.559115774
hsa-miR-4743-3p,455.5,0.871231894,-0.862383766
hsa-miR-4742-5p,669.5,1.280548305,0.548471677
hsa-miR-4742-3p,611,1.168655735,0.162793904
hsa-miR-4741,986.5,1.886872148,2.638383712
hsa-miR-4740-5p,391,0.747863163,-1.287618234
hsa-miR-4740-3p,552.5,1.056763165,-0.222883869
hsa-miR-4739,621.5,1.188739017,0.23201812
hsa-miR-4738-5p,440.5,0.842541491,-0.961275503
hsa-miR-4738-3p,539,1.030941802,-0.311886432
hsa-miR-4737,470,0.89896595,-0.766788421
hsa-miR-4736,366.5,0.701002172,-1.449141404
hsa-miR-4735-5p,609,1.164830348,0.149608339
hsa-miR-4735-3p,544.5,1.041461617,-0.275626128
hsa-miR-4734,660,1.262377717,0.485840244
hsa-miR-4733-5p,629.5,1.204040565,0.284760379
hsa-miR-4733-3p,543.5,1.039548923,-0.282218911
hsa-miR-4732-5p,813.5,1.555976171,1.497832349
hsa-miR-4732-3p,850,1.625789484,1.738468909
hsa-miR-4731-5p,538.5,1.029985456,-0.315182823
hsa-miR-4731-3p,545,1.042417963,-0.272329737
hsa-miR-4730,389.5,0.744994122,-1.297507407
hsa-miR-4729,639.5,1.2231675,0.350688204
hsa-miR-4728-5p,424,0.810982049,-1.070056413
hsa-miR-4728-3p,584.5,1.117969357,-0.011914831
hsa-miR-4727-5p,527,1.00798948,-0.390999821
hsa-miR-4727-3p,528.5,1.01085852,-0.381110648
hsa-miR-4726-5p,716,1.369488554,0.855036061
hsa-miR-4726-3p,515,0.985037158,-0.470113211
hsa-miR-4725-5p,666.5,1.274810225,0.52869333
hsa-miR-4725-3p,641,1.22603654,0.360577378
hsa-miR-4724-5p,517.5,0.989818892,-0.453631254
hsa-miR-4724-3p,441.5,0.844454185,-0.95468272
hsa-miR-4723-5p,694,1.327409296,0.709994847
hsa-miR-4723-3p,727.5,1.391484529,0.930853059
hsa-miR-4722-5p,776,1.484250164,1.250603008
hsa-miR-4722-3p,424,0.810982049,-1.070056413
hsa-miR-4721,464.5,0.888446136,-0.803048724
hsa-miR-4720-5p,429,0.820545516,-1.037092501
hsa-miR-4720-3p,421.5,0.806200315,-1.086538369
hsa-miR-4719,826.5,1.580841187,1.583538521
hsa-miR-4718,810.5,1.55023809,1.478054002
hsa-miR-4717-5p,427.5,0.817676476,-1.046981675
hsa-miR-4717-3p,901,1.723336853,2.074700813
hsa-miR-4716-5p,491,0.939132514,-0.628339989
hsa-miR-4716-3p,530.5,1.014683907,-0.367925083
hsa-miR-4715-5p,440,0.841585145,-0.964571894
hsa-miR-4715-3p,819.5,1.567452332,1.537389044
hsa-miR-4714-5p,747.5,1.429738399,1.062708708
hsa-miR-4714-3p,590,1.128489171,0.024345473
hsa-miR-4713-5p,483.5,0.924787312,-0.677785858
hsa-miR-4713-3p,506.5,0.968779263,-0.526151861
hsa-miR-4712-5p,525,1.004164093,-0.404185386
hsa-miR-4712-3p,417,0.797593194,-1.11620589
hsa-miR-4711-5p,392.5,0.750732203,-1.27772906
hsa-miR-4711-3p,657.5,1.257595983,0.469358288
hsa-miR-4710,630,1.204996912,0.288056771
hsa-miR-4709-5p,629.5,1.204040565,0.284760379
hsa-miR-4709-3p,425,0.812894742,-1.063463631
hsa-miR-4708-5p,541.5,1.035723536,-0.295404476
hsa-miR-4708-3p,393,0.75168855,-1.274432669
hsa-miR-4707-5p,797.5,1.525373075,1.39234783
hsa-miR-4707-3p,566,1.082584527,-0.133881306
hsa-miR-4706,673,1.287242733,0.571546416
hsa-miR-4705,639.5,1.2231675,0.350688204
hsa-miR-4704-5p,588.5,1.125620131,0.014456299
hsa-miR-4704-3p,685,1.310195055,0.650659805
hsa-miR-4703-5p,621,1.18778267,0.228721729
hsa-miR-4703-3p,837,1.600924469,1.652762737
hsa-miR-4701-5p,449.5,0.859755733,-0.901940461
hsa-miR-4701-3p,420,0.803331275,-1.096427543
hsa-miR-4700-5p,580,1.109362236,-0.041582352
hsa-miR-4700-3p,744.5,1.424000319,1.042930361
hsa-miR-4699-5p,738.5,1.412524158,1.003373666
hsa-miR-4699-3p,504,0.963997529,-0.542633817
hsa-miR-4698,520.5,0.995556972,-0.433852907
hsa-miR-4697-5p,391,0.747863163,-1.287618234
hsa-miR-4697-3p,926.5,1.772110538,2.242816766
hsa-miR-4696,592.5,1.133270905,0.040827429
hsa-miR-4695-5p,598,1.143790719,0.077087732
hsa-miR-4695-3p,680,1.300631587,0.617695893
hsa-miR-4694-5p,491.5,0.940088861,-0.625043598
hsa-miR-4694-3p,543,1.038592576,-0.285515302
hsa-miR-4693-5p,475.5,0.909485764,-0.730528117
hsa-miR-4693-3p,464.5,0.888446136,-0.803048724
hsa-miR-4692,564.5,1.079715487,-0.14377048
hsa-miR-4691-5p,583,1.115100317,-0.021804004
hsa-miR-4691-3p,798,1.526329422,1.395644221
hsa-miR-4690-5p,386.5,0.739256042,-1.317285755
hsa-miR-4690-3p,819,1.566495985,1.534092653
hsa-miR-4689,633,1.210734992,0.307835118
hsa-miR-4688,473,0.904704031,-0.747010073
hsa-miR-4687-5p,607,1.161004961,0.136422774
hsa-miR-4687-3p,627.5,1.200215178,0.271574815
hsa-miR-4686,482.5,0.922874619,-0.68437864
hsa-miR-4685-5p,602,1.151441493,0.103458862
hsa-miR-4685-3p,652,1.247076169,0.433097984
hsa-miR-4684-5p,576,1.101711462,-0.067953481
hsa-miR-4684-3p,560,1.071108366,-0.173438001
hsa-miR-4683,548,1.048156044,-0.25255139
hsa-miR-4682,524,1.0022514,-0.410778169
hsa-miR-4681,593,1.134227252,0.04412382
hsa-miR-4680-5p,466,0.891315176,-0.79315955
hsa-miR-4680-3p,440.5,0.842541491,-0.961275503
hsa-miR-4679,675,1.29106812,0.584731981
hsa-miR-4678,508.5,0.97260465,-0.512966296
hsa-miR-4677-5p,449.5,0.859755733,-0.901940461
hsa-miR-4677-3p,455,0.870275547,-0.865680157
hsa-miR-4676-5p,582,1.113187623,-0.028396787
hsa-miR-4676-3p,726,1.388615489,0.920963885
hsa-miR-4675,537.5,1.028072762,-0.321775606
hsa-miR-4674,456.5,0.873144588,-0.855790984
hsa-miR-4673,532.5,1.018509294,-0.354739518
hsa-miR-4672,442.5,0.846366879,-0.948089938
hsa-miR-4671-5p,643.5,1.230818274,0.377059334
hsa-miR-4671-3p,493,0.942957901,-0.615154424
hsa-miR-4670-5p,598.5,1.144747066,0.080384124
hsa-miR-4670-3p,531,1.015640254,-0.364628691
hsa-miR-4669,544.5,1.041461617,-0.275626128
hsa-miR-4668-5p,691,1.321671216,0.6902165
hsa-miR-4668-3p,501,0.958259449,-0.562412165
hsa-miR-4667-5p,556.5,1.064413939,-0.196512739
hsa-miR-4667-3p,735,1.40582973,0.980298927
hsa-miR-4666b,453,0.86645016,-0.878865722
hsa-miR-4666a-5p,486,0.929569046,-0.661303902
hsa-miR-4666a-3p,747,1.428782053,1.059412317
hsa-miR-4665-5p,694,1.327409296,0.709994847
hsa-miR-4665-3p,619.5,1.18491363,0.218832555
hsa-miR-4664-5p,409,0.782291646,-1.16894815
hsa-miR-4664-3p,471,0.900878644,-0.760195638
hsa-miR-4663,547,1.04624335,-0.259144172
hsa-miR-4662b,598,1.143790719,0.077087732
hsa-miR-4662a-5p,437.5,0.836803411,-0.98105385
hsa-miR-4662a-3p,632.5,1.209778646,0.304538727
hsa-miR-4661-5p,376.5,0.720129107,-1.383213579
hsa-miR-4661-3p,458.5,0.876969975,-0.842605419
hsa-miR-4660,538,1.029029109,-0.318479214
hsa-miR-466,703,1.344623538,0.769329889
hsa-miR-4659b-5p,505.5,0.96686657,-0.532744644
hsa-miR-4659b-3p,386,0.738299695,-1.320582146
hsa-miR-4659a-5p,634.5,1.213604033,0.317724292
hsa-miR-4659a-3p,495,0.946783288,-0.60196886
hsa-miR-4658,748,1.430694746,1.066005099
hsa-miR-4657,516.5,0.987906198,-0.460224037
hsa-miR-4656,361,0.690482357,-1.485401707
hsa-miR-4655-5p,516,0.986949852,-0.463520428
hsa-miR-4655-3p,659,1.260465024,0.479247462
hsa-miR-4654,576,1.101711462,-0.067953481
hsa-miR-4653-5p,819.5,1.567452332,1.537389044
hsa-miR-4653-3p,530,1.013727561,-0.371221474
hsa-miR-4652-5p,529.5,1.012771214,-0.374517865
hsa-miR-4652-3p,635,1.214560379,0.321020683
hsa-miR-4651,547,1.04624335,-0.259144172
hsa-miR-4650-5p,431.5,0.82532725,-1.020610545
hsa-miR-4650-3p,499.5,0.955390409,-0.572301339
hsa-miR-4649-5p,526,1.006076787,-0.397592604
hsa-miR-4649-3p,373.5,0.714391026,-1.402991927
hsa-miR-4648,601.5,1.150485147,0.100162471
hsa-miR-4647,698,1.335060071,0.736365977
hsa-miR-4646-5p,472.5,0.903747684,-0.750306465
hsa-miR-4646-3p,633,1.210734992,0.307835118
hsa-miR-4645-5p,641.5,1.226992887,0.363873769
hsa-miR-4645-3p,496,0.948695981,-0.595376077
hsa-miR-4644,648.5,1.240381742,0.410023246
hsa-miR-4643,633,1.210734992,0.307835118
hsa-miR-4642,426.5,0.815763782,-1.053574457
hsa-miR-4641,525,1.004164093,-0.404185386
hsa-miR-4640-5p,688,1.315933135,0.670438152
hsa-miR-4640-3p,794.5,1.519634994,1.372569483
hsa-miR-4639-5p,445.5,0.852104959,-0.928311591
hsa-miR-4639-3p,418,0.799505887,-1.109613108
hsa-miR-4638-5p,504,0.963997529,-0.542633817
hsa-miR-4638-3p,702,1.342710845,0.762737107
hsa-miR-4637,515,0.985037158,-0.470113211
hsa-miR-4636,509,0.973560997,-0.509669905
hsa-miR-4635,466.5,0.892271523,-0.789863159
hsa-miR-4634,671.5,1.284373692,0.561657242
hsa-miR-4633-5p,421,0.805243968,-1.08983476
hsa-miR-4633-3p,494.5,0.945826941,-0.605265251
hsa-miR-4632-5p,666.5,1.274810225,0.52869333
hsa-miR-4632-3p,710.5,1.358968739,0.818775757
hsa-miR-455-5p,875,1.673606822,1.90328847
hsa-miR-455-3p,496,0.948695981,-0.595376077
hsa-miR-4540,468.5,0.89609691,-0.776677594
hsa-miR-454-5p,614.5,1.175350162,0.185868643
hsa-miR-454-3p,781,1.493813632,1.28356692
hsa-miR-4539,626.5,1.198302484,0.264982032
hsa-miR-4538,319.5,0.611105577,-1.759002179
hsa-miR-4537,599.5,1.14665976,0.086976906
hsa-miR-4536-5p,427.5,0.817676476,-1.046981675
hsa-miR-4536-3p,836,1.599011775,1.646169954
hsa-miR-4535,817,1.562670598,1.520907088
hsa-miR-4534,618.5,1.183000936,0.212239773
hsa-miR-4533,556,1.063457592,-0.19980913
hsa-miR-4532,701,1.340798151,0.756144324
hsa-miR-4531,582.5,1.11414397,-0.025100396
hsa-miR-4530,718.5,1.374270287,0.871518017
hsa-miR-4529-5p,496.5,0.949652328,-0.592079686
hsa-miR-4529-3p,550,1.051981431,-0.239365825
hsa-miR-4528,565,1.080671834,-0.140474088
hsa-miR-4527,399.5,0.764121058,-1.231579583
hsa-miR-4526,521.5,0.997469666,-0.427260125
hsa-miR-4525,635.5,1.215516726,0.324317074
hsa-miR-4524b-5p,348,0.665617342,-1.571107879
hsa-miR-4524b-3p,377,0.721085454,-1.379917188
hsa-miR-4524a-5p,385,0.736387002,-1.327174929
hsa-miR-4524a-3p,583,1.115100317,-0.021804004
hsa-miR-4523,647.5,1.238469048,0.403430463
hsa-miR-4522,532,1.017552948,-0.358035909
hsa-miR-4521,541,1.034767189,-0.298700867
hsa-miR-4520b-5p,541.5,1.035723536,-0.295404476
hsa-miR-4520b-3p,515,0.985037158,-0.470113211
hsa-miR-4520a-5p,540,1.032854496,-0.305293649
hsa-miR-4520a-3p,524.5,1.003207746,-0.407481777
hsa-miR-452-5p,851,1.627702178,1.745061691
hsa-miR-452-3p,355.5,0.679962543,-1.521662011
hsa-miR-451b,490,0.93721982,-0.634932772
hsa-miR-451a,572,1.094060688,-0.094324611
hsa-miR-4519,406,0.776553565,-1.188726497
hsa-miR-4518,841,1.608575243,1.679133867
hsa-miR-4517,541.5,1.035723536,-0.295404476
hsa-miR-4516,626.5,1.198302484,0.264982032
hsa-miR-4515,426,0.814807436,-1.056870848
hsa-miR-4514,487.5,0.932438086,-0.651414728
hsa-miR-4513,605.5,1.158135921,0.126533601
hsa-miR-4512,647,1.237512701,0.400134072
hsa-miR-4511,750.5,1.43547648,1.082487055
hsa-miR-4510,546,1.044330657,-0.265736955
hsa-miR-450b-5p,579.5,1.108405889,-0.044878743
hsa-miR-450b-3p,548,1.048156044,-0.25255139
hsa-miR-450a-5p,589,1.126576478,0.01775269
hsa-miR-450a-3p,572,1.094060688,-0.094324611
hsa-miR-4509,665,1.271941185,0.518804156
hsa-miR-4508,876,1.675519515,1.909881252
hsa-miR-4507,550,1.051981431,-0.239365825
hsa-miR-4506,466.5,0.892271523,-0.789863159
hsa-miR-4505,361,0.690482357,-1.485401707
hsa-miR-4504,494.5,0.945826941,-0.605265251
hsa-miR-4503,457,0.874100934,-0.852494592
hsa-miR-4502,768.5,1.469904963,1.201157139
hsa-miR-4501,456.5,0.873144588,-0.855790984
hsa-miR-4500,520,0.994600626,-0.437149298
hsa-miR-449c-5p,479,0.916180192,-0.707453379
hsa-miR-449c-3p,464.5,0.888446136,-0.803048724
hsa-miR-449b-5p,435,0.832021677,-0.997535806
hsa-miR-449b-3p,741,1.417305891,1.019855622
hsa-miR-449a,417.5,0.798549541,-1.112909499
hsa-miR-4499,635.5,1.215516726,0.324317074
hsa-miR-4498,263,0.503038393,-2.131494387
hsa-miR-4497,656.5,1.25568329,0.462765505
hsa-miR-4496,589,1.126576478,0.01775269
hsa-miR-4495,783,1.497639019,1.296752485
hsa-miR-4494,636,1.216473073,0.327613465
hsa-miR-4493,500.5,0.957303102,-0.565708556
hsa-miR-4492,725,1.386702795,0.914371103
hsa-miR-4491,535,1.023291028,-0.338257562
hsa-miR-4490,828.5,1.584666574,1.596724086
hsa-miR-4489,491.5,0.940088861,-0.625043598
hsa-miR-4488,739.5,1.414436851,1.009966448
hsa-miR-4487,420,0.803331275,-1.096427543
hsa-miR-4486,591.5,1.131358212,0.034234646
hsa-miR-4485,494,0.944870594,-0.608561642
hsa-miR-4484,408,0.780378952,-1.175540932
hsa-miR-4483,473,0.904704031,-0.747010073
hsa-miR-4482-5p,416,0.7956805,-1.122798673
